Animal_ID,Group,Temperature_C,Heart_Rate_bpm,Resp_Rate_bpm,Clinical_VAS_0_10,Vulvar_Discharge_VAS_0_3,TLC_per_uL,Neutrophils_per_uL,BUN_mg_dL,Creatinine_mg_dL,ALP_U_L,ALT_U_L,Total_Protein_g_dL,Albumin_g_dL,Globulin_g_dL,Uterine_Diameter_mm,Progesterone_ng_mL,Age_years,Illness_Duration_days,Weight_kg,Hypoalbuminemia_flag,Leukocytosis_flag,Azotemia_flag,Severe_Inflammation_flag,High_Clinical_Severity_flag,Treatment_Success_D14,Medical_Failure_D14,Rescue_OHE,Death,Days_to_Resolution,Recurrence_6mo,Pregnancy,Next_Estrus_days,Litter_Size
PY014,G3_Aglepristone_PGF2a,39.35482731371356,122.8110200252096,31.91548328123528,4.584965588254242,0.4993316692293066,18.10201576906895,20.86267803259592,23.00513433670143,0.8403095621735582,166.8909042315466,95.12456558539093,6.597987730557635,2.754216832816616,3.843770897741019,24.0770700068827,9.747580049690132,9.592980091648242,3.585146763065245,16.55867272174656,0,0,0,0,0,1,0,0,0,4.708433199526546,0,1.0,102.0,5.0
PY015,G3_Aglepristone_PGF2a,39.1964565913863,103.386081350232,37.94218755059769,8.147350794554203,2.163602846220178,25.46106651802078,14.51166376580701,32.57984653888668,1.626651073349282,550.9829744334161,121.7993514816635,5.890564534922382,2.551470609538055,3.339093925384327,20.58818269822108,6.886262921101222,4.238900546817971,6.726363408175529,21.52740906359542,0,1,1,0,1,0,1,0,0,,0,,,
PY016,G1_Supportive,39.22888251040322,123.5685115417245,40.5479848471462,7.475777621171734,1.091339963274327,13.77581644311506,16.961488578287,30.64108426474434,1.238934687847661,420.1148734244222,88.13504698769928,5.869044800461412,2.596947944337711,3.2720968561237,17.22767366652874,11.11574026100888,8.305594493068883,8.274585053861406,22.55116982916445,0,0,1,0,1,0,1,1,0,6.310670633931779,0,,,
PY017,G2_PGF2a,39.91367320329557,130.2737105904515,33.35377267868944,6.602178326455496,1.830369942160835,19.62624704578717,23.25483876869588,21.96054809793709,0.9305123846128758,374.5723843615101,76.55317592329223,7.236937170220845,2.649346531246351,4.587590638974493,17.09077980644172,17.00106586004298,5.649753512812129,3.651686527118606,18.32890609252738,0,0,0,0,0,1,0,0,0,5.331471226159812,1,0.0,118.0,
PY018,G3_Aglepristone_PGF2a,39.15355024390396,109.824792488188,33.24488545883018,4.225495191240702,2.217516499091019,20.96168106580926,23.54313008448127,22.47080751212179,0.5357608622873998,295.8379991684137,64.89471428970509,7.299487021028052,2.940582942724726,4.358904078303326,18.73655839872716,10.18552808482707,6.894809387003622,5.656739247168567,10.0,0,0,0,0,0,1,0,0,0,4.004807050872179,0,1.0,102.0,4.0
PY019,G1_Supportive,38.89823111739964,130.5440431018764,29.13226757089367,4.058392144784008,1.327301016504899,13.43770239882477,14.70424853411907,27.90369032676782,1.318347038484598,466.7825098748143,99.30549130924672,6.794159389625112,2.529784366192934,4.264375023432178,18.63159736943603,15.56746197478414,8.730936874748457,8.946950237624204,27.49560347719844,0,0,1,0,0,0,1,1,0,4.315421849469598,0,,,
PY020,G1_Supportive,38.89667958024925,145.426519659902,26.37147541552411,7.758558528298136,1.157117366860779,17.34231153644824,12.02856737930216,30.83756365033417,1.283239731686693,370.087983345762,96.2137068838089,6.656351799823763,2.679882787614853,3.97646901220891,20.68307911325248,11.90264586603988,6.163942858833409,2.330571883757166,18.88759471324331,0,0,1,0,1,1,0,0,0,7.617093080146432,0,1.0,138.0,4.0
PY021,G2_PGF2a,38.88712731871487,113.2091103770321,29.04200402542639,5.014008810522371,1.191849490399565,23.57318840095689,13.76941713555941,20.85502780930657,0.655064334776503,100.0,80.47534159236827,6.860711339064836,3.105983250622765,3.754728088442071,10.0,11.54310477994017,5.941458658747391,6.456346719349016,15.41091910641019,0,1,0,0,0,1,0,0,0,2.72474788234527,0,0.0,108.0,
PY022,G3_Aglepristone_PGF2a,39.12524393360685,96.98559389282177,27.89409191166498,5.641827181282763,0.804795190613531,19.03046040308648,15.84322491041392,23.89133398849886,0.9770574840332455,303.7786853099192,107.1598209496641,6.889310619680408,2.49460899725215,4.394701622428259,15.79172316008153,18.93486563938072,6.358785686267794,5.176772582318246,23.18950209258642,1,0,0,0,0,1,0,0,0,5.735507191966761,1,1.0,108.0,4.0
PY023,G1_Supportive,39.56595668970677,127.0345424092711,26.31474452964992,6.648614248037674,2.134500326109516,21.37933087345164,13.05517967689135,20.32005747934018,1.033881282545148,273.9708722886518,77.99661883275185,6.377746945430009,2.785635377822768,3.592111567607241,15.51874639650863,15.09504035850676,6.939715708051546,4.206722870297062,18.38270770803597,0,0,0,0,0,1,0,0,0,6.774582739969174,0,1.0,103.0,5.0
PY024,G1_Supportive,39.35315932956492,129.103874058138,29.07950294892844,6.060981522863076,1.716223257783225,18.69993046365471,14.88121414151626,27.41449627937477,1.130321302180359,312.9127814751625,82.57303817239381,6.32529991156426,2.637649386558753,3.687650525005507,21.72917420987504,16.45236888841534,4.792164446701348,5.47820284892366,20.73833736924716,0,0,0,0,0,1,0,0,0,6.019707911316527,0,1.0,107.0,8.0
PY025,G4_OHE,39.65938117868458,125.6659303341604,30.46730276708676,4.595321631343559,1.47124205104845,19.72172830143868,11.71064974358566,18.74862623534087,1.185934690331224,313.2883365525784,84.73659788561906,6.456393979159252,2.660273862069926,3.796120117089326,14.08992676222884,13.63022012932758,4.748732700816746,3.150768980048897,31.72352074061717,0,0,0,0,0,1,0,0,0,2.62141207001164,0,,,
PY026,G2_PGF2a,39.99951207018766,115.0598616717268,30.8957624753493,4.843333546071714,1.812286155460079,19.47229627586393,7.801205906380522,22.81228127419542,0.6028462760928088,197.5644966089666,57.20107948798896,7.062258930746617,2.960637462547667,4.10162146819895,15.11384124604327,4.8134151199919,6.782581214762474,4.423723319457029,31.68873397316773,0,0,0,0,0,1,0,0,0,6.60574834005358,0,0.0,114.0,
PY027,G1_Supportive,39.5063980803458,102.9714327741573,35.53008172917004,5.219414769240443,1.770835775484973,12.95830936448565,17.4294335642222,13.21368762746008,0.7222770211861234,256.253483577424,70.26853447262746,6.598191284933853,2.769232790993561,3.828958493940292,10.0,14.33844590073321,5.883474290855969,2.932459832739921,28.28497563304217,0,0,0,0,0,1,0,0,0,3.303418847285504,0,1.0,98.0,4.0
PY028,G2_PGF2a,39.06890277929761,115.0855949815098,19.1607647772464,5.510075650444578,1.80741602748815,30.73498297153456,17.53232789489212,41.13643829792898,1.508567477930804,264.3306542707703,93.30611076632222,6.511574235311299,2.242748640515258,4.268825594796041,20.22874247856745,3.517725724892722,5.706047655800128,7.824009666931026,25.45009851076918,1,1,1,0,0,0,1,0,0,,0,,,
PY029,G4_OHE,39.02965458454304,128.9326085994218,23.69357030126638,5.177070738337217,2.375459407474707,21.87788289524634,23.27360176581012,21.29751721557297,0.7596890299063942,298.3637292334755,55.13171431699206,6.488131047851994,3.159892539640055,3.328238508211939,14.58855633341958,9.881124549480667,6.23050209444343,6.109135417477686,27.55541126755931,0,0,0,0,0,1,0,0,0,4.860233284711654,0,,,
PY030,G3_Aglepristone_PGF2a,39.26062654884199,126.6931692547183,32.85156997477966,6.231146630739364,1.573326686072043,13.10312672348188,18.11463058796463,12.78114782406804,0.7526004404290331,263.0692541374381,72.85424236042303,7.132318298739072,2.819606682249302,4.312711616489771,16.40133766238657,13.44466976747167,8.084465556895193,5.756710150593827,25.93215200865994,0,0,0,0,0,1,0,0,0,4.654724749285337,0,1.0,90.0,5.0
PY031,G2_PGF2a,39.04476163784534,138.4094742140715,33.90347989622527,2.926332638209939,1.256540801593982,18.1820586533672,8.961769402951322,29.16303067902393,1.069855893311095,342.522739040099,96.48601193911081,6.340314870850338,2.510455610837514,3.829859260012824,17.44537250634696,8.988363579629562,6.476178913752713,10.07511714804762,31.27488877105136,0,0,1,0,0,0,1,1,0,7.18969035716418,0,,,
PY032,G2_PGF2a,39.6001091168395,128.203584088463,28.78557774067514,2.99199435590252,2.590424260062147,19.46841741021899,9.205754628681273,23.71522642488084,1.075609090783552,344.5140892134744,74.4859520386665,6.717592547510344,2.927750913814521,3.789841633695824,15.61336187972681,9.256637674459537,5.456810667693274,6.093918258450728,23.93522680986771,0,0,0,0,0,1,0,0,0,5.953468962569104,1,1.0,151.0,8.0
PY033,G2_PGF2a,39.30497062266147,115.1078219673443,34.1627338968193,7.931358326213431,0.8567882645012578,20.46951172082224,10.17964745992354,22.96033127324138,1.466903223255272,323.6856458416051,94.94256385588676,6.772370645130063,2.475022757434971,4.297347887695092,10.00846686219549,19.30341935689688,6.416398594513954,5.630352861957417,22.69027578384845,1,0,1,0,1,1,0,0,0,5.620081844109952,0,1.0,108.0,6.0
PY034,G1_Supportive,39.58757030637314,156.6373036458545,24.38952617510213,6.719708973429997,2.01533083854737,20.54143791883312,16.39971775630961,27.95432371277071,1.451014751233084,259.4703583993555,119.3283067073003,7.021180820887232,2.476386549394171,4.544794271493061,19.95749299703363,14.08566652344611,4.351513106465455,5.158263908538862,22.96722139269367,1,0,1,0,0,1,0,0,0,4.923643625185864,0,0.0,136.0,
PY035,G4_OHE,39.81893189447758,121.9065031807265,27.71982922161469,6.017518466545376,2.410309935955212,19.77722169703118,14.0659245863256,28.65989577497756,1.072635074892973,319.576783871626,117.8677047211987,6.514228487339957,2.426711000016653,4.087517487323304,16.39343305290689,7.507370282366673,6.12185535117355,6.187474770168935,16.82375622328051,1,0,1,0,0,1,0,0,0,5.536897202543623,0,,,
PY036,G3_Aglepristone_PGF2a,39.75712338993561,96.16578864168228,34.44811973910672,5.896341242100123,0.7276805578793983,22.02474481059701,11.88231882430784,32.16688351393142,1.078790224916033,338.7539166466343,104.0517250824084,6.543540706967222,2.671179158766148,3.872361548201074,24.71276804910965,9.09802871352824,6.70117127102316,4.962993955441778,21.94064857368939,0,1,1,0,0,1,0,0,0,4.851376143131633,0,0.0,79.0,
PY037,G4_OHE,39.34290046455047,147.9695293524887,29.74996230848039,4.196582048237335,2.994647747759164,21.60823356848783,16.87183370926271,18.87611293806427,0.9679644911692953,237.4958326309673,94.5988028250162,6.232904874755619,2.857479687456726,3.375425187298894,18.68797134959645,10.99482837110866,3.480182703919338,7.427934623969279,12.16074777146073,0,0,0,0,0,1,0,0,0,3.811135604747133,0,,,
PY038,G4_OHE,39.51726781240449,128.1907617682124,35.22763816908159,5.54485521702846,2.253157492687105,11.08425291914766,15.90809582389513,22.65112340116501,1.061554229938245,232.5892304871633,102.0869963762542,6.776277361329387,2.654752423352976,4.121524937976411,20.65534527304361,11.84231825029249,10.33061432570226,6.794572705065879,15.15714512517863,0,0,0,0,0,1,0,0,0,3.948799375024043,0,,,
PY039,G2_PGF2a,40.03298659917363,137.3962221389821,28.47000160995358,4.807265475871541,2.271468302578348,21.40084385561914,9.581749899072681,23.26224166818639,1.091061740062975,346.6639356683027,73.7812827269388,6.915319037152983,2.86414377872445,4.051175258428533,15.63943822259593,10.1098744755268,4.76562327486935,5.470288611801863,19.77153119455186,0,0,0,0,0,1,0,0,0,5.38802316354799,1,0.0,124.0,
PY040,G4_OHE,39.4040009688991,120.5830292319863,30.96249610545066,4.90191155290762,2.325828375743155,11.16932368608667,10.05069187079052,26.24748473109032,1.056984748868497,282.5861788106605,67.99387460602274,6.441177030625934,2.45388302060218,3.987294010023754,24.96903881333337,5.268584479731557,6.668409732207881,5.21035415337551,22.55403714274907,1,0,0,0,0,1,0,0,0,4.612890214799074,0,,,
PY041,G2_PGF2a,39.10814437072812,165.0,18.71873551882368,7.949465123718294,1.599932890334322,11.39403168409953,12.23825529320962,28.04017789470189,1.281442021661507,412.8408628569107,98.49125301287282,6.656281816928418,2.621162709911944,4.035119107016474,22.62501375337992,13.82158792474573,6.892654012227537,7.751994880401945,22.89616727698736,0,0,1,0,1,0,1,1,1,6.93849883982248,0,,,
PY042,G2_PGF2a,40.12709928399416,110.7284325581919,16.0,6.515110105719424,1.104541030638531,21.27697973675714,14.22920190088576,26.47895675947255,0.9616552387324395,355.0694504974071,81.21246134476661,6.725345364630243,2.801014903677152,3.924330460953091,15.20023283467088,12.66997946922019,6.128952516172182,6.647730552253943,31.15401498868385,0,0,0,0,0,1,0,0,0,6.319460576481806,0,0.0,93.0,
PY043,G4_OHE,39.5496112862869,104.6185536265276,20.15942262658472,6.953054195803766,2.356157193158997,16.91997070741282,13.63371256265232,21.59774758472212,0.9633634628536066,306.6464393991968,62.16967968782473,6.560526718735701,2.745103545617951,3.815423173117749,16.23933924867809,6.443646240547209,4.543105410821445,6.575195909703383,30.77097261003111,0,0,0,0,0,1,0,0,0,5.440441231779488,0,,,
PY044,G1_Supportive,39.34094897730794,115.2157916263225,28.66127940284309,6.355372549289931,2.037753786498927,14.37449117039116,15.86616366881817,10.76724775403339,0.45,249.2618885979254,59.77071664151052,6.85750857341902,3.165679750500454,3.691828822918566,23.05264849120996,9.271671830249215,6.136796863334002,2.014680715178765,15.91817140136713,0,0,0,0,0,1,0,0,0,4.4962985511077,0,1.0,121.0,8.0
PY045,G3_Aglepristone_PGF2a,39.5570899165638,137.4685231354204,23.65452972300751,9.038380786162215,3.0,24.05755210926848,14.80950201492377,32.36456843067179,1.156841147730434,394.5655940681144,113.9681646829531,6.326592364476681,2.275274429581894,4.051317934894787,10.0,10.16319470562902,5.927494435097981,4.171197849732967,24.41561749078191,1,1,1,0,1,0,1,1,0,4.960826140917933,0,,,
PY046,G4_OHE,39.29067487043566,134.3122830562277,36.35033743942453,7.161396833842107,1.311005257828772,23.33783339355812,17.70378475453188,22.17628929979398,0.8463759291786694,357.8021619218387,48.13123621076225,6.538855181795439,2.663011421514096,3.875843760281343,17.79201137068189,5.992073700064746,4.132312280487026,5.048447483869455,31.72092785239009,0,1,0,0,0,1,0,0,0,4.392408052826474,0,,,
PY047,G3_Aglepristone_PGF2a,39.75812551951429,111.9753898384953,24.5165000312129,6.173888451664585,1.389808618534025,14.64661143720041,17.35770891646515,19.04522254563582,0.8808792891128475,170.7781796079603,78.19320614448182,6.90516109485435,2.721783470954448,4.183377623899902,21.25503826965741,10.47216603430791,7.620851072152813,7.174071855258033,14.85189917753055,0,0,0,0,0,1,0,0,0,5.014576961391466,0,1.0,114.0,3.0
PY048,G3_Aglepristone_PGF2a,39.0866501737323,147.7867574277496,38.39189377487045,7.815344784506808,2.79901699420971,20.56926215319715,9.99326461793061,24.06469167046789,0.8694743847820601,189.0869630171747,74.61070358819349,6.495805185021036,2.672477662647398,3.823327522373638,22.13874087263613,9.510187967104553,4.941932933063052,3.921222650562528,32.73946105205911,0,0,0,0,1,1,0,0,0,4.06193938180976,0,0.0,87.0,
PY049,G1_Supportive,39.6408375953736,142.0677748507417,39.06038780750872,6.374648370657269,1.516651172944246,13.82907350346639,14.19245976426615,29.36689942622483,1.120372322954777,433.2278591369734,85.42911801321519,6.913637366673195,2.816497449491738,4.097139917181458,19.83204894582175,6.995825836964428,6.601509838920774,3.686316310344875,21.44323390154829,0,0,1,0,0,0,1,0,0,,0,,,
PY050,G1_Supportive,38.65415051116167,107.8521486839789,31.44673753007829,3.041669970371084,1.413887592459395,23.5420902696511,18.12493053197474,32.36559682300435,1.163603381102349,341.522638024747,93.81584205422936,6.106301577143703,2.503986897619294,3.602314679524409,20.94262825239717,14.02967443199766,7.589634266487399,8.817511294510027,33.18715913077385,0,1,1,0,0,0,1,1,0,8.450620982586287,0,,,
PY051,G3_Aglepristone_PGF2a,39.17497762796729,144.6436515062594,39.86010277412606,7.630116787009182,2.570098861564357,14.80260208575907,18.97801104727607,24.00841628223476,1.0463568410119,367.4281161999305,83.59222573056795,6.312661993086037,2.430815356229542,3.881846636856495,14.76282445755823,14.51582534541447,3.573907229535783,5.469019786552544,20.12511157383103,1,0,0,0,1,1,0,0,0,4.664489450213355,0,0.0,131.0,
PY052,G3_Aglepristone_PGF2a,39.280383308957,99.82218850786178,36.43364831801016,4.480033708283238,2.180657496653081,17.29738614850762,17.31009993590737,25.63047895125916,1.333290640877807,411.5629731204282,88.67261866925934,6.623734260434039,2.653099937551412,3.970634322882628,24.82447196967364,18.19714517395468,6.373673144024353,5.896306285150889,24.44419107672124,0,0,1,0,0,1,0,0,0,5.890768602925204,0,1.0,105.0,7.0
PY053,G2_PGF2a,39.22183879264293,112.6543103654041,30.14478621231853,6.579840879043776,1.567376465431836,11.75760272042176,16.93030009068088,20.27583253186395,0.8594688693018969,309.9518264875364,50.08353778320027,6.555288968748202,2.846010253311943,3.709278715436259,21.30670157150885,11.402541010244,4.282094312396263,3.77211643973553,14.04250513092814,0,0,0,0,0,1,0,0,0,6.029571110392509,0,0.0,134.0,
PY054,G3_Aglepristone_PGF2a,39.33200412456822,135.252858036929,26.59727755994518,4.914615923269483,1.55517788990237,23.8970064411763,15.61645089664952,28.10252857652421,1.181911424295704,319.7828756725035,90.89253641392585,6.612579073125116,2.317054606886886,4.29552446623823,19.37737209377721,12.41620257647334,9.687206679286156,5.597578074167901,32.62364573236211,1,1,1,0,0,1,0,0,0,4.588356344919863,0,1.0,132.0,6.0
PY055,G4_OHE,40.046358235173,119.0108286555091,29.57395443172346,7.450551752131537,1.816607246465481,18.51092865375579,12.18521152293078,26.56763303032238,1.398484842825396,295.2781108369838,85.85163892427306,6.91939870053694,2.454543175378513,4.464855525158427,15.3244021031359,15.74139487364137,7.307520416593623,7.959638406304371,25.47994907885353,1,0,1,0,1,1,0,0,0,6.152439512208488,0,,,
PY056,G1_Supportive,38.97495025584746,125.8451291019972,26.13319285484629,7.764433992942608,1.494232920822336,15.60729258659601,11.63953576115527,20.73686782812813,0.8217948448536538,329.3718005750559,65.22334515589411,6.074081200949851,2.74140672361726,3.332674477332591,20.13504908321311,17.16053722961453,6.579498055824391,6.458064291674114,23.38075496404803,0,0,0,0,1,1,0,0,0,3.394826734371346,0,1.0,120.0,6.0
PY057,G3_Aglepristone_PGF2a,39.30765427546635,105.8252802609001,30.03966051415136,3.949423165020741,1.368219003663688,13.10590927384313,18.34223218992646,10.0,0.45,179.0569789412085,30.0,6.656179744312322,3.074274222820273,3.581905521492049,16.67980398628907,16.86656020554211,6.403326180934074,2.0,22.20195407327477,0,0,0,0,0,1,0,0,0,5.036361842812551,0,1.0,127.0,8.0
PY058,G2_PGF2a,39.85500012583005,132.5679082400855,21.59863367582301,4.817049108443319,0.7982979496836984,15.44906892779969,11.95055454959041,13.56915313450859,0.8136751567303963,328.6854605105133,54.57225445566876,6.909611776109291,2.756742757975264,4.152869018134028,17.19119476477416,18.56688287139262,6.131608940941695,5.562612653003877,14.59980259436959,0,0,0,0,0,1,0,0,0,4.475507809492992,0,1.0,144.0,9.0
PY059,G1_Supportive,39.92911513186098,134.6123712244468,29.59393638792572,2.748609745855989,0.7143029050378911,25.23929126720316,13.8543517573137,25.46142375565424,0.9304890309784937,452.0649649266142,78.68706430897822,6.747372247571861,2.920918245156,3.826454002415861,16.61212779539915,3.927763212952371,5.192955625599136,7.456708716872106,12.88376585248376,0,1,0,0,0,1,0,0,0,3.668875336113038,0,0.0,128.0,
PY060,G4_OHE,38.97950045747612,143.2336771922272,38.39814695159355,6.396287270245801,1.720139623264967,18.21692060665671,14.22050544462032,23.72932093342385,1.138155672039443,302.1072985684451,88.11188679106142,6.579323330815486,2.667160420165561,3.912162910649924,22.7208274591939,11.55025448365425,7.117913889920519,4.484467884138948,15.3175638517129,0,0,0,0,0,1,0,0,0,6.041922962624036,0,,,
PY061,G3_Aglepristone_PGF2a,39.64904464833711,126.9917285908839,36.34723740656131,5.639482058634495,1.540728446453603,21.73383522433912,22.54078571386517,26.36918090408086,0.8663407571914347,283.5668498594327,76.44772597108818,6.798507615482415,2.514791759252108,4.283715856230307,17.23027423245955,6.599407131289228,5.954064521155784,2.0,36.93334348194583,0,0,0,0,0,1,0,0,0,4.496345089569569,0,1.0,114.0,7.0
PY062,G4_OHE,39.43856215359372,129.6321443527297,28.11164502242313,6.269044662181193,1.329211827515573,22.61656196432588,11.06837710469641,34.09797233129495,1.193358208907396,402.5988452719854,115.8166528980068,6.352944435086329,2.467234302093098,3.88571013299323,14.35208150696537,15.01818999205165,8.206272492435648,5.229465667462937,27.36659126007547,1,1,1,0,0,1,0,0,0,3.180759256119744,0,,,
PY063,G3_Aglepristone_PGF2a,39.10319071410805,121.9809007411619,35.08382776325773,6.076520360247816,2.167392285369396,18.11098079086423,7.429133790615119,22.92321148308645,0.8777480385728116,379.211959615973,78.83463669208282,6.185693438522244,2.574510095348391,3.611183343173853,15.55824722489184,2.5,8.136903920438598,5.079355882811782,32.5078372349178,0,0,0,0,0,1,0,0,0,5.223663755454339,0,0.0,92.0,
PY064,G3_Aglepristone_PGF2a,39.11531291297474,116.9867958032955,34.60042229123763,4.79130984547702,2.056599767213656,11.29018373884964,16.8934725316171,23.26885548550919,0.8322850106798557,288.9002483204321,94.80542901051032,6.731287524166538,2.658769850819957,4.072517673346582,18.89136971118037,10.87740243918992,5.463497003491151,5.610346630307028,28.43188246777012,0,0,0,0,0,1,0,0,0,7.667881736259403,0,1.0,111.0,5.0
PY065,G1_Supportive,39.87086072705028,145.0482579361244,36.95865751428718,2.369058406770399,3.0,9.226599626063376,8.208570346903969,10.60996247434147,0.6869248916135634,100.0,42.68542011665387,6.748445875164722,3.232421412391569,3.516024462773153,20.40946690885464,14.11352292212001,6.610975250331155,4.141504964805881,29.31674369746635,0,0,0,0,0,1,0,0,0,4.911156974633107,0,1.0,139.0,6.0
PY066,G2_PGF2a,38.95067759625601,127.1447340602815,24.6408597055874,4.971857610102322,0.8155527179733466,12.08069719392833,13.28592011541513,14.0053072399717,0.6692776550158852,197.4430352711711,41.71360820778734,7.031270295895456,2.861616316832754,4.169653979062702,10.0,8.258525956921666,4.634027043871574,3.820981568684816,22.50875612684909,0,0,0,0,0,1,0,0,0,5.19239692370567,0,1.0,87.0,7.0
